level_0,index,textDisplay
613,613,9さいでこの歌唱力はすごいな…
614,614,自分用1:40
616,616,9歳と救済をかけているのに気づいた2週間前その頃
617,617,聞くタイミングによっては何言ってんだよwともなるしあありがとうございますぅぅぅぅ🐷ともなる
618,618,これ歌じゃなくねほぼ
619,619,おえ🤮
620,620,1234ごめんなさーいがいいですね
621,621,サビのとても優しくて…のところのメロディー変化めっちゃ耳に残る
622,622,てゆうかロリコンはうざいよね
623,623,あの頃のももクロを思い出す
624,624,きつ
625,625,きつ
626,626,ねえ私は10歳ロリが9歳ならそれは1歳違いです
627,627,登録者150万人おめでとうございます👏60万人以上ロリ神パワーで伸びてる怖さよ←
628,628,女神ロリはかっこいいですxd
629,629,この曲聴きながら食うカツ丼超美味い
630,630,本家聞いたことなかった
631,631,こはねちゃんのパクリ😂
632,632,曲がとても良いです>_ <
633,633,japanese向けでもないのにこの伸びはエグい
634,634,ロリ神4600万回再生チャンネル登録者150万人↑ロリ神の動画が出てから約50万人増えたとりあえずおめでとう🎉ただすごい…すごいんだけど…ロリ神からの人はういちゃん(9)が好きなだけでうい(16)のファンじゃないのか?(俺はロリ神からだけどどっちも推してる)
635,635,いい加減アニメアイコンってだけでチー牛扱いされるのどうにかしてくれあとアニメじゃなくてイラストな
636,636,もはや曲ではない😂
637,637,わあありがとうお疲れ様です^ ^が好きすぎるw
638,638,2分4秒から2分15秒の間バリバリ悪口言ってて草
639,639,1ヵ月間でこ再生回数すごくね
640,640,漁쩔
641,641,ばぐすやぁぐにゃ
642,642,歌のように😊
643,643,これを給食中に流した放送当番ちょっとこっちこい
644,644,落ち着いて聞いてみると自分に良くしてくれる優しい大人をただの好奇心だけで意味無く陥れて冤罪をかけている極悪小学生とも取れるのは自分だけかw
645,645,なんか子供から大人みたいになるときいつも笑うわ((みにきゃらてきな
646,646,フ卂ᗪ丨丨几丨几ㄚ卂几ㄚ丨卂几
647,647,嗚嗚嗚嗚嗚嗚誒哎呀
648,648,三重県の人口は177万人
649,649,最近のチーウシはこんなの聞いて鼻の下伸ばしてるの相変わらずだな
650,650,1億は行かんと思ってる行きそうで怖いなんだ海外ニキネキもロリコンじゃねーかよ
651,651,九歳が歌う曲じゃあなちな
652,652,かわいい歌も上手🎤
653,653,火をつけなさい
654,654,可愛いなぁ(ノ≧▽≦)ノ
655,655,祝🎉150万人
657,657,最初の方マジ中毒になる何回でも聴いてられる
658,658,この歌をありがとう
659,659,1ヶ月で4600万か...まだ伸びそう()
660,660,こんなに流行ってるのに取り上げようにも取り上げられないテレビ局かわいそう
661,661,ロリ神Vtuberの動画単体の再生回数だと一位じゃない
662,662,全球45名草
663,663,可愛過ぎて死ぬわwww
664,664,聴いてはいけないと分かってるのに何度も聴いてしまいますおまわりさんオレです・・・👮🏻
665,665,その言語を知っている人は一体何だろうと思うだろう
666,666,歌詞は気にしないけどこの曲はとても可愛いです
667,667,これ給食のときに流れた
668,668,私はブラジル人でこの曲が大好きです
670,670,4600万🎉
671,671,能活在這世代真是太好了
672,672,質感が好きです
673,673,彼は日本語を話せませんでしたがこれはYOYAです
674,674,可愛いし声も良いしいいんだけどなんで伸びてるのかいまいちわかんないな💦なんでだろ
675,675,しょーじきなんで人気三位なのか分からん
676,676,登録者150万記念ビーム
677,677,日本語を学ぶことは私に何かをもたらしました
678,678,このえげつない再生数の一割ぐらいは歌い手が可愛い声のイラストレーターだと知らないと思う
679,679,w兵庫
680,680,4500万やばくない
681,681,へーお
682,682,現役女子小学生に視聴させて感想聴きたいでござるデュフフフ
683,683,このままの勢いで紅白出場して欲しい
684,684,GDPといい日本は大丈夫なのだろうか
685,685,再生数とチャンネル登録者伸びすぎだろ…
686,686,アートは可愛いしメロディーもいいけど歌詞はちょっとひどい
687,687,伸びすぎだろ...大丈夫か日本
688,688,多様性社会に万歳三唱ッ
689,689,この曲を長い間探していました)))かっこいいですね
690,690,争いごとなんてやめて世界のみんなでこのMVをずっとみてればいいと思うそしてみんなロリコンになっちゃえばいいと思う
691,691,英訳版の動画で海外ニキから彼女のドヤ顔と挑発的な歌詞このメスガキには修正が必要ですって書かれてかなり恐怖を感じた
692,692,全世界の性癖を改変したロリ()
693,693,この曲を女友達に聞かせたらドン引きされたけど数日後気に入ってくれてヘビロテしてる(・∀・)
694,694,外国人ニキ達すら救済するロリ……
695,695,なんか最後の数秒本音まじってなかったw
696,696,1ヶ月で60万人増えてる
697,697,マミめ日には矢を流布したニムは仁比ゆり日辻ヒム弓知事ぶなきたヌムなスタヌピシ金なす
698,698,曲の良さはもちろん再生回数でロリの破壊力と世界の大きいお友達の結束力を再確認できる良動画
699,699,これは9歳のレクイエム
700,700,こういうチープなメスガキは必要ないんすよね…メスガキの本懐はたまに見せるほのかな母性なんだよなこれはただの生意気な締めたくなるガキなんすよ…
701,701,日本の衰退が音楽からも分かるのホントにエモすぎる
702,702,んノノ'ʍレノ刀ムムdキイノ乇刀d丂アレ丂♥︎❤︎♛
703,703,マジでこの人は悪くないし全く関係ないから先に謝っとくけどレクイエム聴きたくて調べたらこれが上に出てくんの死ぬほど腹立つわ…
704,704,どうでもいいけど救済のレクリエイムって9さいにかかってるここまで考えて作られているなら天才
705,705,この動画観て登録してしまった😄
706,706,アニメーションなしの1ねん前とありの再生数の差がすごい
707,707,どっち今いないもんでですね仁原西9万1000円言われ未記入3896
708,708,これは救済(9さい)のレクイエムっていう事ですか⁉️⁉️はわわ
709,709,1回聴いただけなのに離れなくなった
710,710,コメ欄にロリコン湧いてて草
711,711,ろろろロリコンちゃうわ人妻が好きやめっちゃ好きや
712,712,この曲がおすすめに出てきたら必ず聞かないと死ぬ病気にかかってるので一日に30回くらいも聞いてしまう日もあった
713,713,救済と9さいで掛けてるの好き
714,714,児童が歌うようになってけっこうマジで困ってる親が子供放り出してスマホ渡してんだろうなぁどういう文化があってもいいけど分別のつかない子供が触れないように管理だけはしてほしいわ
715,715,2.21は怖かった😅😅😅😅
716,716,視聴者を侮辱するのいいな😊😊1ヶ月経ったのにいまだに3位は凄すぎる
717,717,なんで日本の曲ってこんな中毒性あんだろ
718,718,ロリコン男子の曲でしょなんでお姉ちゃん
719,719,仕事中に突然脳内に流れてきて9歳のレクイエムの恐ろしさを味わった
720,720,100万人この前超えたばかりなのにもう150万人行きそうで凄い海外ニキネキもたくさん増えてそう
721,721,法廷で会いましょう🧑‍⚖️👩‍⚖️ウルタヤマン
722,722,ういさんが持ってるものなんなの⁇
723,723,わたしわ5さいだよ
724,724,ういおもしろい
725,725,ういかわいいね
726,726,赛高
727,727,ロリコンきもっwwって思ったそこのお前対象が違うだけでお前らも同類だよw
728,728,おせちmadにされてるの草
729,729,このコメントを見つけた人に幸せが訪れますように!
730,730,テスト中2回くらいしか聴いたことないこの曲が永遠に頭の中で流れてたんだけど笑笑mv見に来ちゃったじゃん笑
731,731,USENのランキングに入っちゃって職場で流れたらどうしよう
732,732,どっかのうっせぇ歌よりずっといいわ
733,733,この歌サイコすぎでうざい
734,734,サイコーにサイコだね
735,735,タイトルは英語で何と言うのでしょうか私のいとこがそれを調べたいと思っているからです
736,736,これカラオケで歌った時の友達の視線を忘れる事は無いだろう
737,737,9歳のレクイエムってか
738,738,路過的曹孟德表示這可以有
739,739,今気付いたけど0:17から0:50まで画面比率が4:3になってる⁈
740,740,おお5000万回間近ですね☆うい先生すごいですイラストレーターって夢ありますね☆
741,741,最初は可愛い曲だと思ってましたがvietsubを見るまではとてもショックでした😱
742,742,暗い意味があっても曲の細部が大好きです!
743,743,9歳のしぐれういがロリコンを救済
744,744,Can you please make a translation of the song in english pleaseこの曲の英語の翻訳をお願いできますか
745,745,ずっきゅーん
746,746,カラオケで友達とか家族がいる時に歌うございますのをおすすめします
747,747,是全球各自有資金可前往姿勢是全國
748,748,大手事務所でもなくタイアップでもないのにこの伸び方は異常だわ
749,749,まじで自分の学校の制服に似すぎてるんだよな🤣
750,750,1ヶ月で4500万再生かぁ
751,751,知り合いの8歳の子が歌ってて震えた
752,752,準備はできましたか行きましょう触ったら逮捕されますよ大きなキスで点呼しましょう1 2 3 4はあごめんなさいあなたのごめんなさいが聞こえません神聖なる粛清ロリ神レクイエム
753,753,2ちゃんでこの曲の同族嫌悪かなて言ってたのがクソオモロ過ぎた(´∀`*)ヶラヶラ⠀
754,754,"固有結界,はつどう❤"
755,755,明日で5000万回いきそう😊
756,756,全Vtuber歴代再生数をカリオペや船長を抑えて最速で塗り替えた化け物ソング……おそらく二度とこんなことは起きないだろう……
757,757,気持ち悪い人からお姉ちゃんが助けてやるよ
758,758,9歳のレクイエムなのか救済のレクイエムなのか
759,759,Song Gun我是俄罗斯人但我更常说中文或日语
760,760,歌詞の中で一貫してロリコンを1ミリも肯定していないのか好感持てる
761,761,お姉ちゃんとてもやさしくてすてきなお姉ちゃんおじいちゃん私
762,762,ういちゃんういちゃんういちゃんういちゃんういちゃんういちゃんういちゃんういちゃんういちゃんういちゃんういちゃん尊いよ!!
763,763,ほとんどの場合怖かったのでその曲には星1つを付けました
764,764,MVクセになるし歌もつい口ずさんじゃうw
765,765,16歳さんが9歳にチャンネル乗っ取られるって言ってたので次の配信は9歳にやってもらおう
766,766,Kanaria的な何かを感じる
767,767,放送で流した友だちが女子に特級呪物と言われてた…
768,768,救済と9歳を掛けてるの普通に好き
769,769,再生回数45454545を拝むことができるとは...
770,770,みんなは気づいているのか9歳と救済をかけてることにね
771,771,登録者150万人いきそうこのPV出して一ヶ月半なのにこの動画1本で560万人登録増えたの
772,772,最初は苦手な歌かな…と思ってたけど思いきって聞いてみたら中毒性高いし繰り返し聞くようになっちゃったよね…
773,773,この曲を聴くと何故かあのいい男がフラッシュバックされる…
774,774,なんかズキューンの時にクレーバーの音が聞こえるんだけど…幻聴
775,775,おお
776,776,まじでわからせたい
777,777,1:08俺に消えろと言っているのかその理由は↓6歳からYouTube見てるからだ結構えぐいでしょ
778,778,0:34ジョジョネタ入れてるのありがたい
779,779,これが9さい(救済)のレクイエムか
780,780,🎉あ
781,781,動きが似てると思ったらやっぱりががめ氏だったコーラは持ってないですねw
782,782,タイからこんにちは🇹🇭
783,783,4:24本音
784,784,きっついな
785,785,很可爱
786,786,素晴らしいけどこの曲の意味があまり好きではない😅
787,787,好耶
788,788,毎日100万増えるこの世界終わったな僕もw
789,789,なんかはたらく細胞の感じがする2:35
790,790,この曲が爆誕したことを機に少年少女への性被害が減る事を切に願う🙏
791,791,日本中毒性が高い何回も見たくなる外国人歌:😊絵:😍歌詞:💀
792,792,かたさたやたなたはたな❤❤❤0:46
793,793,9歳のレクイエムってことね
794,794,再生回数わろ
795,795,4545万再生…
796,796,4545おめ
797,797,再生数4545で草
798,798,これはダークでありながらキュートでもありますがどのようにそしてなぜですか?
799,799,4545おめでとう
800,800,えもう4545万再生回数なん…
801,801,再生数…
802,802,4545再生だ……
803,803,再生回数4545万なの草
804,804,4545気持ち良すぎだろ
805,805,☆祝☆4545万回再生!!!!
806,806,4545万回再生おめでとう
807,807,4545万再生だ
808,808,ういちゃんかわいいよう俺も粛清されたいそれはもはやアレなんですよアレご褒美ういちゃんに見下ろされたい三次元はツラすぎてもはや虚無
809,809,ちょっと腹が立った
810,810,怖い😱😱😱😱
811,811,くっそ汚い刑務所にぶちこみたい
812,812,いよいよホロライブのおちゃめ機能超しやがった...
813,813,10回以上聞いちゃった
814,814,やめたげてそいつのHPはもうゼロだ
815,815,どけ!!!俺はお兄ちゃんだぞ!!!
816,816,ボラみたいなやっちゃ遣っちゃえ🇯🇵NIPPON遣っちゃえ🎌NIPPON
817,817,声可愛い😍
818,818,なんかういビームイヤホンして聞いたら震え止まらないんだがどーゆーことー
819,819,年内に1億回再生いきそう
820,820,4年生か四年生か(^o^)
821,821,9さいで救済ってかがははっ
822,822,この動画のおかげで粛清と聞いて思い浮かぶものがまた1つ増えた
823,823,日本🇯🇵⋯⋯亡台灣中央公園圖書館小學
824,824,はあ
825,825,すみません
826,826,合唱コンクールのクラス紹介でこの曲みんなで踊ろうよと冗談半分で言ったら替え歌とか多少変わったものの多数決の最終対決まで生き残ってしまったという事実🥰
827,827,ワシもういちゃんの部分はシンちゃんに変えて歌ってみたりしようかな
828,828,チャンネル登録者2倍になってて草
829,829,カオスwww
830,830,あなたがこんな人だとは思わなかった9歳の女の子だったらもっとひどいよ
831,831,しぐれういさんがやらなそうなことをやってて意外だった…
832,832,こんにちは私はベトナム人です
833,833,ういビーム
834,834,かわいい✌️😘
835,835,歌詞😨😨😨
836,836,2:14ここほんと好き
837,837,紅白行ける
838,838,あなたはあなたの財産に触れます
839,839,私が資産にならないことを願っています
840,840,私に触れたらあなたは財産になりますよ💀🤨
841,841,ニース良いアニメーションです╰(*´︶`*)╯♡
842,842,どうしても昔の曲みたいに見えるのは何故画質落としたらもっと昔の曲に見えそうだけど
843,843,2024年でも聞く大きなお友達の人✋
844,844,救済と9歳かけてるの好き
845,845,この曲が1ヶ月で4500万再生か…日本始まってるな
846,846,これは救済のレクイエムの救済の部分が9歳とかけてるのかな
847,847,親の前でテレビで流したらドン引きされました
848,848,救済(9歳)のレクイエム
849,849,ちょこちょこ赤ちゃん声なよかわいい
850,850,5000万見えてきた
851,851,人気1位のADOさんに猛追してるの笑う
852,852,ロリコンのおっさんが好きそうな曲ですねwwww
853,853,救済のレクイエム9歳のレクイエム
854,854,国内ニキだけに留まらずに海外ニキまでいるのほんま草
855,855,固有結界草
856,856,再生回数アイドルに追いつくように頑張って‼︎‼︎リズムが大好き9歳でもこんないい曲作れるのかーと思っています‼︎
857,857,最後耐えきれんなって本音出てんのワロタw
858,858,2023-10-28午前11時50分韓国ミュージックビデオランキング4位です怖いけどすごい
859,859,この曲の歌詞の救済のレクイエムってタイトルの9さいっていうのと掛けてたりするのか??
860,860,"自分用10/2811時47分45,261,645回視聴"
861,861,9歳と救済がかかってることに今日気づいた
863,863,助かるゥ
864,864,NHK出演は回避した模様どうせ出ても歌詞の変更を迫られるだけだしなそれ以前にお茶の間が凍りつくw
865,865,9歳のレクイエムってかかってるのか今気づいた
866,866,￣ー￣
867,867,救済のレクイエムって9さいのレクイエムってことよね
868,868,男の子これは私が好きになるような怖い曲のように可能です
869,869,消えてくれ
870,870,学校のお昼休みこの歌何人か歌ってたら他のクラスも来て大合唱なったわwww
871,871,1000回目の再生🎉
872,872,まだハピ弱火ストップロス
873,873,幾乎評為10/10顆星
874,874,名前がおなじ😂
875,875,IOSYSはやはり天才
876,876,救済と9さいが掛かってるの作り込み凄い…
877,877,歌はうまいし歌詞の作り方は所繋がりがあってうまいし曲調もよいと思うただ内容と語りがヤバいだけであって( ω)
878,878,한국에서인기뮤직비디오3위한국은망했다...韓国で人気ミュージックビデオ3位韓国は終わった...
879,879,この曲が狂ったように爆発したなんて信じられないけど嘘はつかないよ本当にいい曲
880,880,🤓ういままーチーチー
881,881,ぅうくばんげっ💅😅ぉぃぉぃぴっっっちゃん✅てっぁぅぅく
882,882,この動画投稿する前は登録者80万人だったんだっけ伸び方が尋常じゃない
883,883,如果你翻譯了請給我一個讚
884,884,悪口自主的に聞きたくないうた1位
885,885,高評価数と再生数と登録者数の増え方やばすぎるw
886,886,良い
887,887,おお😲
888,888,か
889,889,いぉヴぇてぃっそんg
890,890,学校で流れて教室が静まり返っていたのを忘れない
891,891,1ヶ月で4000万とかおかしいだろ笑
892,892,まてまてvの歌(オリ曲歌みた)で一番再生数多いか
893,893,ロリショタは世界を救うショタロリショタロリロリショタショタロリロリロリショタショタロリロリショタショタロリショタショタロリロリロリロリロリショタ
894,894,敗戦国の末路
895,895,またIOSYSが流行るとは…
896,896,1:02ここ好き
897,897,がいこくじんのみなさんにほんのどうがをむだんてんさいするのはやめましょう
898,898,34週間くらい前に1000万再生祝いに来たら1100万再生越えてるやんってコメントしたのに既に4500万再生越えてて草1週間で1000万オーバーの速度で再生数増えてるのエグすぎるwういママすげぇよ
899,899,Ñばだ6
900,900,凄いくらいすごい😂
901,901,救済と9歳をかけてるの天才
902,902,有人讚一次我聽一次
903,903,あっこれ3位なんだw
904,904,Vtuberで4500万回再生は快挙すぎw
905,905,私は日本に住んでるニッポン人です日本はこんな曲でも大丈夫なのいいですよね
906,906,好きすぎて毎日聞きに来てしまう
907,907,バックダンサーにDIOことディオ・ブランドー氏とルドル・フォン・シュトロハイム氏を据えたい
908,908,卄ㄖㄖ卂
909,909,私に触れたら逮捕されます大きなキスで点呼しましょう1 2 3 4?すごいよはごめんなさい神の粛清が聞こえませんロリ神レクイエム
910,910,4500万再生越えているのか・・・すごいすごい…
911,911,再生数の上がりが可笑しいやろw
912,912,ちゃくちゃ丁寧にロリコンきめぇよ死ねを歌ってる
913,913,神曲留言
914,914,9歳と救済がかかってる事に今頃気付くとは
915,915,この曲調とか声とかがあえて2005年前後を思い出させる感じがいいあの頃の誰かがこうしてまた花開くと思うと胸が熱くなります
916,916,救済と9歳を掛けてるのか凄すぎる…
917,917,再生数エグすぎ
918,918,てぇlyりc
919,919,よく見るとばーちゃん関わってるのか
920,920,10底前就這樣邁向5000萬吧
921,921,いつのまにか4500万回も聞かれてたなんでびっくりした
922,922,これはアニメになるかもしれないすでにオープニングは決まっている
923,923,鬼
924,924,4500万突破おめでとー
925,925,ヤバい4500万行ったぞどうするよw🎊🎉
926,926,世界で人気45位のミュージックビデオさすが9さいのうい
927,927,2週間でもうすぐで5000万www😂😂😂🎉🎉🎉🎉🎉
928,928,色んな人の歌ってみたのこれきいたけどどれも本家の満足度は超えられなかった・・
929,929,2ヶ月経たずに4500万再生…これ億いくのも時間の問題じゃね
930,930,5000万見えてきてるの草どこまで伸びるんだ...
931,931,🧐😟😦😧😨😰😱💀☠️😫我翻译它认为它很可爱;-;
932,932,このビデオはインスタグラムとフェイスブックをまたいでゾンビウイルスのように急速に拡散しているようだ
933,933,2:26ういビーム好き
934,934,あれだけいつも嫌がってるういビームここだと沢山聞けるから救われます
935,935,学校でよくこの曲が流れてる給食食ってるとき汚物消毒とか言っていたから食欲なくなったww
936,936,あちこちで感染爆発しとる非常事態です😅
937,937,最後の本当に気持ち悪い…って台詞がお前らにはご褒美だろ
938,938,Vtuberの歌の中再生一番になっておめでとう🎉🎉草
939,939,人に勧めたいけど勧めれない曲
940,940,2024紅白
941,941,うわー期待してなかったカッコよかった
942,942,2023年日本を代表する最も有名なJPOP
943,943,日本語がわからない人は翻訳しないで歌を楽しんでください後悔します
944,944,この歌はそういうタイプの大人についてですか
945,945,色言いたいことはあるがとりあえずあげゆがすきです
946,946,なんかいろいろ数字が凄すぎてバグっているような感覚になる😵‍💫これが本物のバズりか
947,947,TikTokで見たことあってフルは初めて聴いたんだがこんなに神曲だったとは…………………………………………
948,948,できれば本当に出来れば紅白でこれ歌ってもろてこの世の終わりを噛み締めたい
949,949,ロリ神のレクイエムからは逃れられない😭😭😭😭
950,950,なんか昔の曲を何個かオマージュというかサンプリングしているようなイメージ
951,951,先にmad見てしまった
952,952,俺は中2なんだけど逮捕されるのか........ロリコンではないけど
953,953,今ビリビリの方の公式を観に行ったら1000人以上観てた凄すぎる
954,954,その姿親に見せられますか()
955,955,いぉゔぇてぃっそんっごおdじょb
956,956,自動車ディーラーの大物
957,957,進撃の巨人
958,958,0:01進撃の巨人
959,959,九啹十尸大水水❤😂🎉❤
960,960,なるほど...これが9歳の救済ですか...
961,961,この曲聞く前は割と色んな曲聞いていたのにこの曲聞いてからずっとこれこんにちは病気です
962,962,この曲には意味があるのですが…まあわかりません何か暗いですでもそれは問題ではありませんスペインからこんにちは!🇪🇸❤️🇯🇵
963,963,Vtuber最速1000万再生に加えて投稿動画再生数ランキングの1位もかっさらうロリ神コンテンツの化け物すぎる
964,964,これ9歳と救済を掛けてるのかな
965,965,曲もいいけどアニメーションやデザインもいいですね
966,966,友達がガチで動きを真似ようとしてロリ神レクイエムのロリ神のとこで足やったらしい
967,967,自分の部屋で聴いてたら姉にガッツリ見られた挙げ句何見てんのってドン引きされたw
968,968,すごい動画です
969,969,おめでとう
970,970,初めて聴きましたが中毒性が高すぎてダメでした歌詞とリズムが天才すぎる‥
971,971,(9さい)が歌う救済のレクイエムとメモメモφ()
972,972,やたら中毒性あると思ったらIOSYSが関係してんのか納得だな
973,973,これを見ると幸せお疲れ様
974,974,学校でこの曲流れたけど笑ってたの俺だけだったぜ
975,975,本当に9歳が歌ったんかってぐらい歌上手いし最後の本当に気持ち悪いが大人っぽい声で好き
976,976,学校でこの曲流した時の空気感は今でも忘れられない
977,977,これ何回も見て覚えた😅
978,978,助かるゥ
979,979,うい!うい!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤1:25
980,980,これ親の前で流したら親ドン引きしたんですが
981,981,これは救済のと9歳のをかけてるとは奥が深いなこの曲
982,982,完成度すごすぎ1:39のこっち向いてえはさすがに気持ち悪いw
983,983,あれ葛葉のKINGを超えたのか
984,984,生きる為ならなんでもするよ俺は
985,985,しかも人間じゃない
986,986,途中歌じゃなくて言葉になってるよ
987,987,だから聞こえてるって耳悪いの
988,988,とりりー
989,989,有點不好聽
990,990,9才と救済をかけてんのね
991,991,あれもしかしてVTuber関連で一番再生された動画になった
992,992,正直に言うとこの曲はかなり共感できる曲だと思います
993,993,ロリコンを粛聖するどころかむしろロリコンを増やしてる気がする...
994,994,死ぬ必要がある
995,995,再生数が葛葉のKING4468万を越えて現在のVtuber曲最多再生数になりましたおめでとうこの上のマイルストーンはP丸様のシル・ヴ・プレジデント9374万になります
996,996,登録者の伸び方やばくない
997,997,ういちゃんはきゅうさい歌詞の中にきゅうさいのレクイエムこれを意図してるとか凄すぎぃ
998,998,我会有很多时候宁愿不出门的时候
999,999,もうすぐ4500万再生って凄すぎる🤯
1000,1000,アイドルと同様頭からこの曲が離れなくなった毎日聞いてしまうやばい
1001,1001,不知道人为什么不能勉强😰
1002,1002,もしや9才と救済をかけている…
1003,1003,救済のレクイエムが9歳のレクイエムでもあってる
1004,1004,1ヶ月で4000万超えててもう終わりだよこの国(喜)
1005,1005,これ救済と9歳かけてるって今気づいた(あってるかは知らんが)
1006,1006,今更だけどこれは救済のレクイエムってこれは9さいのレクイエムってこと
1007,1007,練習用としてどうぞ0:14
1008,1008,今更気づいたけどロリ神レクイエムのダンスってDAISUKEだったのか…音楽だけじゃなくそこも含めてイオシスっぽいの良いな…
1009,1009,曾經擁有了頭條哦對你
1010,1010,ダンスキレッキレで中毒性高過ぎる……特にいちにーさんしーの振り付けが天才過ぎる
1011,1011,0:19あたり1234ウルトラソウルヘイってやってるw
1012,1012,この曲神曲って友達に言ったら冷たい目で見られたけどこんなに魅力の詰まった曲はなかなかないので布教しようと思います()濃密すぎる4分半…
1013,1013,1:03ロリロリ神降臨のメロディどこかで聞いたことあるんですけど知ってる人いますか…
1014,1014,人気1位の曲にしなければ
1015,1015,救済と9歳をかけてるのすき
1016,1016,冷静になって考えてみるとちゃんとヴェルディのレクイエムがオマージュとして入ってるところにえも言われぬ凄みを感じる
1017,1017,ういちゃんめちゃくちゃ可愛い妹に君が欲しい誰が声優してるの
1018,1018,あと約七万再生でおそらくVの歌みたとオリ曲の中で世界一位になるのか・・・多分現在一位は葛葉さんのKing歌ってみた4468万
1019,1019,自分用0:161:023:35
1020,1020,9月のYouTubeミュージックビデオ第3位おめでとうございます
1021,1021,救済のレクイエムってなんだろって思ったら9歳のレクイエムって事か
1022,1022,3000万再生するイラストレーター(VTuber)[ロリ]ってなんだよ
1023,1023,240円ぐら買えるやろ
1024,1024,1か月前にあげたばっかなのにもう4000万越えなのすごすぎないか
1025,1025,電車の中で頑張って画面を見られないように窓に反射しないように聞いてる
1026,1026,AdoYOASOBIしぐれういの並びがもう面白いのずるい
1027,1027,ロリが好きロリが好きロリが好きロリロリが好きどうしたのロリポップ
1028,1028,やば…人気ランキング3位じゃん
1029,1029,1:10こっからがめちゃくかかっこよくて可愛くて凄い好き
1030,1030,メスカギ
1031,1031,2:40怒りの日とレクイエムでかけてて好き
1032,1032,今ハマり過ぎてヤバい
1033,1033,この歌家で1日4回は聴いてたら5歳の娘がごめんなさいが聞こえなーいって合いの手うってくるようになりました…笑
1034,1034,ずっと聞いてられる(めちゃくちゃいい歌)
1035,1035,これほどバズっているけどまちがいなくテレビじゃ映せないw
1036,1036,ある意味サイコ
1037,1037,いちにさしごめんなさいぱん
1038,1038,私はすぐに私はロシア人だと認め私は翻訳を見つける前に私はそれがかわいいと思った
1039,1039,よོくོ見ོたོらོ足ོにོカོッོトོバོンོ付ོけོてོるོ
1040,1040,ここに世界のロリコンが集結してて草
1041,1041,https://www.youtube.com/watch?v=P6Lo42vcQsQスオナ演奏してみた[中文]嗩吶版吹奏
1042,1042,Vチューバーのチャンネル登録者数ランキングで羊超えてスバルの下に来たのね
1043,1043,俺の妹もこの曲知ってたわすごいな
1044,1044,サビどこ
1045,1045,0:16 daisukeにしか見えん
1046,1046,救済と9さいを掛けてるのかなあと極thuと獄中も
1047,1047,きっしょい
1048,1048,1億いけ
1049,1049,1年以上前の曲なのにアニメーション付くだけでこんなにも伸びるんだね
1050,1050,ええ私は貧しいのですか?!いや何を作ったのあなたは何ですか
1051,1051,男生的我可以唱的起這首歌頂多是很傷喉嚨要怎麼尖的聲音
1052,1052,1時間で23万再生増えてる自重しなさいw
1053,1053,世も末すぎるwwwwwwwwwwwwwwwwwww
1054,1054,おかしいなぁ気付けば登録者数150万いきそうだし動画再生数が5000万突破しそうなんまじなんなん……
1055,1055,この曲普通に歌詞が寒すぎて鳥肌もんなんだよな晋パルザン作曲の山神レクイエムに見習っていただきたいhttps://www.youtube.com/watch?v=e3y8nOD-UGg
1056,1056,見ないうちに1000万回再生数のびとる
1057,1057,1:14ここ
1058,1058,トレスなんとか良いですか
1059,1059,4447万再生数いいね145万😂
1060,1060,お・ま・エ・ラADOさんレベルの勢いじゃねえかwこれはマズイ
1061,1061,2:28あの幽霊はかわいそうだよ😔
1062,1062,誰か繋げてL o e l yロリロリ神降臨鐘を鳴らせばこの通りこれは救済のレクイエム
1063,1063,どのようなアニメーションを使用していますか?
1064,1064,優れたクリエイター👍
1065,1065,2:28 Became Pikachu💀se tornou pikachu💀ピカチュウになりました💀
1066,1066,コーラ振ってるパトラちゃん様の方って聞いてあーとなったさすクオリティ個人的には淡と入るういびーむの解説が好き
1067,1067,元電波ソングとか某ボカロPさんのロリィタシリーズ三部作とか好きで聴いてた側からするとこの曲が流行ってる現状は嬉しいけど複雑な気分笑笑
1068,1068,これが私たちの意見ですアニメーションは良くてまたスムーズですが...これは曲が英語またはインドネシア語で解釈された場合です少し無駄ですが気取らないですがそれが意味するものですが侮辱的ですええそれはただ奇妙ですインドネシア語で解釈すると天国は存在しないという文があるのでちょっと宗教を侮辱する言葉になります言葉が間違っていたらごめんなさい私たちは実はインドネシア人で私たちもびっくりしました意味が分かりましたので改めてごめんなさい🙏
1069,1069,うわーアニメーションはとてもスムーズですが歌詞はとても暗いです
1070,1070,4444万回再生やん
1071,1071,"44,444,444回再生超えた"
1072,1072,賀! 4444萬觀看次數🎉🎉🎉
1073,1073,ソリッドジョジョリファレンス翻訳者を通して書く
1074,1074,ほう親糞喰verですか…https://youtu.be/lC6HKAGfJ7o?si=cPf8UCV2u-K84Yon
1075,1075,あなたは最高です❤️
1076,1076,4444万再生
1077,1077,触ったら逮捕のところヴェルディのレクイエム怒りの日が後ろで聞こえる…すげえ
1078,1078,紅白歌合戦2023の紅組アーティスト代表に決定間違いなしですね
1079,1079,最初のダンスが本当に大好きですとても難しいですが驚きました!
